종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지(H)
275280,2,KODEX MSCI모멘텀,9700,3,0,0.0,9762.0,-15.52,0,0,58,국내 업종/테마,KODEX,False,False,False
147970,2,TIGER 모멘텀,20740,2,15,0.07,20830.0,-16.8673,179,3,58,국내 업종/테마,TIGER,False,False,False
371870,4,KINDEX 차이나항셍테크,6395,5,-130,-1.99,6434.0,14.6748,1305,8,58,해외 주식,KINDEX,False,False,False
342140,7,KINDEX 싱가포르리츠채권혼합모닝스타,9550,3,0,0.0,9569.0,0.3678,0,0,57,기타,KINDEX,False,False,False
261120,7,TIGER 미국달러선물인버스2X,7110,2,65,0.92,7101.0,-12.8634,3339,23,57,기타,TIGER,True,False,False
289480,3,TIGER 200커버드콜ATM,9425,3,0,0.0,9437.0,-9.5316,0,0,57,국내 파생,TIGER,False,False,False
291620,3,KOSEF 코스닥150선물인버스,9120,5,-45,-0.49,9120.0,10.1562,922,8,57,국내 파생,KOSEF,True,False,False
322120,2,KINDEX 스마트퀄리티,14005,5,-75,-0.53,14051.0,-9.6915,88,1,56,국내 업종/테마,KINDEX,False,False,False
415920,5,ARIRANG 글로벌희토류전략자원기업MV,7980,2,85,1.08,8051.0,-19.8884,4940,39,56,원자재,ARIRANG,False,False,False
301410,3,ARIRANG 코스닥150선물인버스,7935,5,-30,-0.38,7917.0,9.9378,15543,123,56,국내 파생,ARIRANG,True,False,False
427120,2,KBSTAR Fn플랫폼테마,8375,5,-45,-0.53,8416.0,,4,0,55,국내 업종/테마,KBSTAR,False,False,False
277650,2,TIGER 코스피중형주,13765,2,80,0.58,13761.0,-15.7898,5,0,55,국내 업종/테마,TIGER,False,False,False
226980,1,KODEX 200 중소형,10980,2,105,0.97,10981.0,-17.595,59,0,55,국내 시장지수,KODEX,False,False,False
290080,3,KBSTAR 200고배당커버드콜ATM,7795,5,-5,-0.06,7811.0,-10.959,85,0,55,국내 파생,KBSTAR,False,False,False
145670,3,KINDEX 인버스,6050,2,10,0.17,6060.0,11.542,11378,68,54,국내 파생,KINDEX,True,False,False
291630,3,KOSEF 코스닥150선물레버리지,3985,2,35,0.89,3996.0,-24.6184,17164,67,54,국내 파생,KOSEF,False,True,False
391670,1,HK 베스트일레븐액티브,7725,5,-35,-0.45,7750.0,-8.8668,1,0,54,국내 시장지수,HK,False,False,False
243890,2,TIGER 200에너지화학레버리지,10810,2,220,2.08,10803.0,-24.7068,3858,41,54,국내 업종/테마,TIGER,False,True,False
407300,2,HANARO Fn골프테마,7200,2,70,0.98,7222.0,-18.5981,230,1,54,국내 업종/테마,HANARO,False,False,False
227550,2,TIGER 200 산업재,5945,2,15,0.25,5952.0,-8.1333,2,0,54,국내 업종/테마,TIGER,False,False,False
334690,5,KBSTAR 팔라듐선물(H),10685,2,75,0.71,10658.0,-22.4132,1224,12,53,원자재,KBSTAR,False,False,True
253240,3,KOSEF 200선물인버스,6390,2,35,0.55,6382.0,11.2959,3061,19,53,국내 파생,KOSEF,True,False,False
272220,2,KINDEX 스마트모멘텀,13205,5,-75,-0.56,13239.0,-11.9364,10,0,53,국내 업종/테마,KINDEX,False,False,False
307520,2,TIGER 지주회사,9590,2,65,0.68,9591.0,-9.4754,100,0,53,국내 업종/테마,TIGER,False,False,False
292770,6,KODEX 국채선물3년인버스,51560,2,45,0.09,51559.0,-0.4445,18,0,53,채권,KODEX,True,False,False
333940,2,ARIRANG KS로우볼가중TR,11650,5,-50,-0.43,11636.0,-9.9308,61,0,52,국내 업종/테마,ARIRANG,False,False,False
299070,6,KINDEX 국채선물10년인버스,104580,3,0,0.0,104857.0,-1.335,0,0,52,채권,KINDEX,True,False,False
105010,4,TIGER 라틴35,3460,3,0,0.0,3453.0,-17.0264,1963,6,52,해외 주식,TIGER,False,False,False
419650,2,ARIRANG 글로벌수소&차세대연료전지MV,8625,2,395,4.8,8785.0,-30.5486,16422,142,52,국내 업종/테마,ARIRANG,False,False,False
299080,6,KINDEX 국채선물3년인버스,103105,3,0,0.0,103344.0,-0.2805,0,0,52,채권,KINDEX,True,False,False
346000,6,HANARO KAP초장기국고채,39310,5,-260,-0.66,39226.0,2.7712,2965,116,51,채권,HANARO,False,False,False
261920,4,KINDEX 필리핀MSCI(합성),12705,2,10,0.08,12727.0,-12.3577,6,0,51,해외 주식,KINDEX,False,False,False
215620,2,HK S&P코리아로우볼,11280,3,0,0.0,11326.0,-7.9184,0,0,51,국내 업종/테마,HK,False,False,False
295820,1,ARIRANG 200동일가중,9215,2,35,0.38,9207.0,-14.5013,19,0,51,국내 시장지수,ARIRANG,False,False,False
376250,2,ARIRANG 탄소효율그린뉴딜,7725,5,-20,-0.26,7719.0,-10.39,26,0,50,국내 업종/테마,ARIRANG,False,False,False
267440,6,KBSTAR 미국장기국채선물(H),9995,5,-100,-0.99,10007.0,0.1488,2124,21,50,채권,KBSTAR,False,False,True
140580,2,KBSTAR 우량업종,9940,3,0,0.0,9987.0,-15.0428,4,0,50,국내 업종/테마,KBSTAR,False,False,False
426410,4,ARIRANG 미국대체투자Top10MV,9930,5,-65,-0.65,10223.0,,12212,122,50,해외 주식,ARIRANG,False,False,False
380340,2,KINDEX Fn5G플러스,7080,5,-85,-1.19,7084.0,-15.0463,13,0,50,국내 업종/테마,KINDEX,False,False,False
291890,4,KODEX MSCI EM선물(H),7880,2,30,0.38,7893.0,-10.8462,127,1,47,해외 주식,KODEX,False,False,True
275300,2,KODEX MSCI퀄리티,7860,5,-80,-1.01,7898.0,-10.1709,17,0,47,국내 업종/테마,KODEX,False,False,False
220130,4,SOL 중국본토 중소형 CSI500(합성 H),5220,2,30,0.58,5238.0,-1.237,76,0,47,해외 주식,SOL,False,False,False
404470,2,HANARO KRX기후변화솔루션,8475,2,60,0.71,8479.0,-5.3218,49,0,47,국내 업종/테마,HANARO,False,False,False
321410,7,KODEX 멀티에셋하이인컴(H),9200,3,0,0.0,9226.0,-7.5377,0,0,46,기타,KODEX,False,False,True
373490,2,KODEX K-이노베이션액티브,9165,2,10,0.11,9196.0,-10.8396,255,2,46,국내 업종/테마,KODEX,False,False,False
139290,2,TIGER 200 경기소비재,15265,2,175,1.16,15332.0,-4.1175,162,2,46,국내 업종/테마,TIGER,False,False,False
280940,5,KODEX 골드선물인버스(H),7520,2,85,1.14,7578.0,14.6491,718,5,45,원자재,KODEX,True,False,True
292340,3,마이티 200커버드콜ATM레버리지,7520,3,0,0.0,7549.0,-19.0963,0,0,45,국내 파생,마이티,False,True,False
391680,1,HK 하이볼액티브,7420,3,0,0.0,7385.0,-10.1151,0,0,45,국내 시장지수,HK,False,False,False
252410,3,KBSTAR 200선물인버스,6355,2,30,0.47,6348.0,11.2576,441,2,44,국내 파생,KBSTAR,True,False,False
227560,2,TIGER 200 생활소비재,8705,2,30,0.35,8700.0,-8.9144,1578,13,42,국내 업종/테마,TIGER,False,False,False
244660,2,KODEX 퀄리티Plus,8305,2,55,0.67,8321.0,-17.0021,102,0,42,국내 업종/테마,KODEX,False,False,False
306530,3,HANARO 코스닥150선물레버리지,7975,2,60,0.76,8008.0,-24.4031,7011,55,41,국내 파생,HANARO,False,True,False
285010,2,KBSTAR 200중공업,8630,5,-25,-0.29,8666.0,-14.2815,1917,16,41,국내 업종/테마,KBSTAR,False,False,False
281990,2,KBSTAR 중소형고배당,10345,2,50,0.49,10393.0,-16.9357,4,0,41,국내 업종/테마,KBSTAR,False,False,False
412560,2,TIGER KRX BBIG K-뉴딜레버리지,3910,5,-25,-0.64,3906.0,-27.3986,7705,29,41,국내 업종/테마,TIGER,False,True,False
139310,5,TIGER 금속선물(H),5820,2,115,2.02,5954.0,-32.7638,1563,9,41,원자재,TIGER,False,False,True
140570,2,KBSTAR 수출주,10110,2,20,0.2,10109.0,-13.5761,78,0,40,국내 업종/테마,KBSTAR,False,False,False
301440,2,ARIRANG 코스피중형주,10055,2,45,0.45,10048.0,-15.3131,153,1,40,국내 업종/테마,ARIRANG,False,False,False
267500,6,KBSTAR 미국장기국채선물인버스2X(합성 H),7660,2,130,1.73,7620.0,-2.017,50,0,38,채권,KBSTAR,True,False,False
217790,2,TIGER 가격조정,19140,2,65,0.34,19204.0,-17.5563,129,2,38,국내 업종/테마,TIGER,False,False,False
333960,2,ARIRANG KS모멘텀가중TR,12630,5,-30,-0.24,12616.0,-13.8776,58,0,38,국내 업종/테마,ARIRANG,False,False,False
275750,3,KBSTAR 코스닥150선물인버스,5260,5,-35,-0.66,5271.0,9.9688,8492,44,37,국내 파생,KBSTAR,True,False,False
284980,2,KBSTAR 200금융,7310,5,-30,-0.41,7317.0,-19.3318,5925,43,35,국내 업종/테마,KBSTAR,False,False,False
157500,2,TIGER 증권,3380,5,-35,-1.02,3378.0,-22.3688,10097,34,34,국내 업종/테마,TIGER,False,False,False
278420,2,ARIRANG ESG우수기업,8045,5,-30,-0.37,8047.0,-10.4072,27,0,32,국내 업종/테마,ARIRANG,False,False,False
333980,2,ARIRANG KS퀄리티가중TR,12680,5,-45,-0.35,12654.0,-11.5398,56,0,32,국내 업종/테마,ARIRANG,False,False,False
368470,2,KINDEX Fn K-뉴딜디지털플러스,10190,5,-20,-0.2,10187.0,-8.7579,10,0,31,국내 업종/테마,KINDEX,False,False,False
266550,2,ARIRANG 중형주저변동50,9945,2,60,0.61,9932.0,-13.4414,17,0,30,국내 업종/테마,ARIRANG,False,False,False
176710,6,파워 중기국고채,96835,3,0,0.0,96869.0,0.5138,0,0,29,채권,파워,False,False,False
334700,5,KBSTAR 팔라듐선물인버스(H),4740,2,65,1.39,4772.0,16.2935,1108,5,28,원자재,KBSTAR,True,False,True
309210,2,ARIRANG KRX300헬스케어,9420,2,50,0.53,9501.0,4.6927,1035,9,28,국내 업종/테마,ARIRANG,False,False,False
267490,6,KBSTAR 미국장기국채선물레버리지(합성 H),9410,5,-55,-0.58,9411.0,-1.3549,1368,12,28,채권,KBSTAR,False,True,False
280920,2,ARIRANG 주도업종,7635,2,30,0.39,7639.0,-18.34,22,0,27,국내 업종/테마,ARIRANG,False,False,False
252730,2,KBSTAR 모멘텀로우볼,13105,5,-80,-0.61,13138.0,-12.9359,6,0,26,국내 업종/테마,KBSTAR,False,False,False
287300,2,KBSTAR 200건설,9600,5,-20,-0.21,9624.0,-19.2547,17,0,25,국내 업종/테마,KBSTAR,False,False,False
301400,1,ARIRANG 코스닥150,11100,2,30,0.27,11271.0,-12.5869,325,3,22,국내 시장지수,ARIRANG,False,False,False
285020,2,KBSTAR 200철강소재,7095,2,40,0.57,7114.0,-24.9548,24,0,18,국내 업종/테마,KBSTAR,False,False,False
315480,2,KBSTAR 200커뮤니케이션서비스,12705,5,-90,-0.7,12729.0,-18.4461,4,0,18,국내 업종/테마,KBSTAR,False,False,False
252720,2,KBSTAR 모멘텀밸류,11900,5,-90,-0.75,11930.0,-13.5732,7,0,12,국내 업종/테마,KBSTAR,False,False,False
284990,2,KBSTAR 200에너지화학,9865,2,65,0.66,9890.0,-11.8706,72,0,10,국내 업종/테마,KBSTAR,False,False,False
287330,2,KBSTAR 200생활소비재,6555,5,-20,-0.3,6589.0,-9.0344,2575,16,9,국내 업종/테마,KBSTAR,False,False,False
287320,2,KBSTAR 200산업재,10795,2,65,0.61,10820.0,-8.6887,8,0,9,국내 업종/테마,KBSTAR,False,False,False
287310,2,KBSTAR 200경기소비재,9560,2,95,1.0,9595.0,-4.0742,17,0,8,국내 업종/테마,KBSTAR,False,False,False
